tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,tweet_length,clean_text
Packed house for Google/Bing Q&amp;A on search rankings. OH: &quot;I'm hope it's a catfight.&quot; #sxsw #qagb,,Positive emotion,16,packed house googlebing qampa search ranking oh quotim hope catfightquot sxsw qagb
Just because google patented something i.e. (Age of domain in rankings algorithm) doesn't mean they use it #qagb #SXSW,,Negative emotion,19,google patented something ie age domain ranking algorithm doesnt mean use qagb sxsw
RT never use mine on the go RT @mention &quot;You're probably using your iPad on the go.&quot; #disagree #SXSW #uxdes,,I can't tell,20,rt never use mine go rt quotyoure probably using ipad goquot disagree sxsw uxdes
Over 40% use of google maps is mobile -marissa mayer #sxsw,,Positive emotion,11,use google map mobile marissa mayer sxsw
"Packed house-go Lynn!  Designing iPad Interfaces - New Navigation Schemas at #SXSW #UXDes
{link}",iPad,Positive emotion,14,packed housego lynn designing ipad interface new navigation schema sxsw uxdes link
"A full house. Apparently more people care about their Google rankings than synthetic life. Tsk, tsk people. #qagb #sxsw",,No emotion toward brand or product,19,full house apparently people care google ranking synthetic life tsk tsk people qagb sxsw
@mention used @mention 's @mention iPad app as an example of good navigation! #sxsw {link} via @mentionn,iPad or iPhone App,Positive emotion,17,used ipad app example good navigation sxsw link via
"#Android users: what your favorite #mobile app? Something new + snazzy out of #SXSW? Let me know, thanks!",,No emotion toward brand or product,18,android user favorite mobile app something new snazzy sxsw let know thanks
@mention uses the google chrome developer tool on itself. Points out javascript console has extensive API  #killerhack #sxsw,,No emotion toward brand or product,18,us google chrome developer tool point javascript console extensive api killerhack sxsw
Next discussion  #cellbots unofficial google platform that controls the brain of our cellphones #gsdm #sxsw connect to the #cloud,,No emotion toward brand or product,19,next discussion cellbots unofficial google platform control brain cellphone gsdm sxsw connect cloud
Someone just held up iPad with giant LIKE on it. Love #SXSW.,iPad,Positive emotion,12,someone held ipad giant like love sxsw
"my wife just tried to call my ATT iphone, only 2 have ATT say my number was not working. is #sxsw taking down all ATT networks nationwide?",iPhone,No emotion toward brand or product,27,wife tried call att iphone att say number working sxsw taking att network nationwide
"Leaving Austin and I sort of want to cry. I will always remember this week. My Adele/Fiona Apple mix is my only solace.

#StartupBus #SXSW",,No emotion toward brand or product,25,leaving austin sort want cry always remember week adelefiona apple mix solace startupbus sxsw
"Helpful Austin relay user imparted useful recon info on the #SXSW Apple Store location. Thanks, Phil! {link}",,No emotion toward brand or product,17,helpful austin relay user imparted useful recon info sxsw apple store location thanks phil link
"Cruisin Austin, checked out the venue for tomorrow night, and saw the looong Apple iPad line #sxsw",,No emotion toward brand or product,17,cruisin austin checked venue tomorrow night saw looong apple ipad line sxsw
Apple's customer service is top notch. They've even got guys hanging out with the line giving inventory updates and just being nice #sxsw,Apple,Positive emotion,23,apple customer service top notch theyve even got guy hanging line giving inventory update nice sxsw
Stellar customer service at the #apple store. Wish every purchase was that smooth. :) #sxsw,Apple,Positive emotion,15,stellar customer service apple store wish every purchase smooth sxsw
Yup #showusyouricrazy RT @mention Apple's pop-up store @mention #SXSW on the day of iPad2 release could b the most genius move in mktg history,Apple,Positive emotion,24,yup showusyouricrazy rt apple popup store sxsw day ipad release could b genius move mktg history
Heard about Apple's pop-up store in downtown Austin? Pics are already on Gowalla: {link} #sxsw #iPad2,,No emotion toward brand or product,16,heard apple popup store downtown austin pic already gowalla link sxsw ipad
Hanging out at the convention center with @mention and @mention Find us and win a free iPad 2!!!!! #Beiber #SXSW,,No emotion toward brand or product,20,hanging convention center find u win free ipad beiber sxsw
Hanging out in the Hilton lobby in downtown Austin. Stop by and say hi and check out the Android controller for #Sonos. #SXSW,,No emotion toward brand or product,23,hanging hilton lobby downtown austin stop say hi check android controller sonos sxsw
Best to put iPad controls at top of screen - on bottom they may sink into a belly! #tapworthy #sxsw,,No emotion toward brand or product,20,best put ipad control top screen bottom may sink belly tapworthy sxsw
Plucked out of the very end of the taxi line by a stranger from @mention for lift to airport in rental car #payitforward #sxsw,,No emotion toward brand or product,24,plucked end taxi line stranger lift airport rental car payitforward sxsw
Missing out on #SXSW? Catch a piece of the action with our street cam: {link}  #sxswi and stream to your #ipad 2,,No emotion toward brand or product,22,missing sxsw catch piece action street cam link sxswi stream ipad
Geeking out on YouTube APIs #SXSW @mention Google Teaching Theatre {link},,No emotion toward brand or product,11,geeking youtube apis sxsw google teaching theatre link
Heading out to the Google/ACLU/EFF party. Yep. Me and Google. Throwing them back. Reliving old times. Should be fun. ##sxsw,Google,Positive emotion,20,heading googleaclueff party yep google throwing back reliving old time fun sxsw
Hanging out with @mention at the @mention #google Industry Party...good crowd!  #sxsw,,No emotion toward brand or product,12,hanging google industry partygood crowd sxsw
Hanging out with @mention connecting @mention IN1102 to the iPad 2. #sxsw {link},,No emotion toward brand or product,13,hanging connecting ipad sxsw link
geeking out? RT @mention If you haven't waited in line for an Apple product you're missing out on an important rite of passage. #sxsw,Apple,Positive emotion,24,geeking rt havent waited line apple product youre missing important rite passage sxsw
Google route around traffic saving drivers 2 years of time per day by finding best route. #sxsw,Other Google product or service,Positive emotion,17,google route around traffic saving driver year time per day finding best route sxsw
Google Route-Around Traffic is pretty sweet. Route-Around is saving users 2 years each day! Efficient for time and the environment. #SXSW,Other Google product or service,Positive emotion,21,google routearound traffic pretty sweet routearound saving user year day efficient time environment sxsw
C5: Precautions {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #cvdc,,No emotion toward brand or product,10,c precaution link code valid p infektd sxsw cvdc
My ipad auto completes Kawasaki's name from the first four letters #sxsw,,Positive emotion,12,ipad auto completes kawasakis name first four letter sxsw
"Waiting outside the #SXSW Apple store for my #iPad2
#woohoo",iPad,Positive emotion,10,waiting outside sxsw apple store ipad woohoo
Ben benieuwd! RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles,Other Google product or service,Positive emotion,18,ben benieuwd rt interrupt regularly scheduled sxsw geek programming big news link google circle
Re: iPad UX.  &quot;The message is the medium.&quot;  #globalmoxie #SXSW,,No emotion toward brand or product,10,ipad ux quotthe message mediumquot globalmoxie sxsw
"Haha, a guy is asking #marissagoogle Google interview questions! #sxsw",,No emotion toward brand or product,10,haha guy asking marissagoogle google interview question sxsw
"Hey, #usguys at #sxsw, let us know what you think of the new Google Circles social media platform :) #usxsw",,No emotion toward brand or product,20,hey usguys sxsw let u know think new google circle social medium platform usxsw
Twitter buzz for Apple Store: {link} - RT @mention Temporary Apple store opens @mention 6th &amp; Congress tomorrow. #ipad2 #sxsw,,No emotion toward brand or product,20,twitter buzz apple store link rt temporary apple store open th amp congress tomorrow ipad sxsw
"Google dev at the panel indicates that Android now has a Screen Reader that works with widgets, native ui, web views and the browser #SXSW",Android,Positive emotion,25,google dev panel indicates android screen reader work widget native ui web view browser sxsw
@mention V1.2 of #SXSW GO iPhone/iPad app is now live. Better updates &amp; My Schedule sync. Would love to know what you think {link},iPad or iPhone App,Positive emotion,24,v sxsw go iphoneipad app live better update amp schedule sync would love know think link
The most valuable device at #sxsw so far is the #apple #iPod #iPhone charger.,Other Apple product or service,Positive emotion,14,valuable device sxsw far apple ipod iphone charger
"OH in elevator from #vimeo: iPhone app submitted to store, will have smart upload to continue where left if service drops. #li #sxsw #video",,No emotion toward brand or product,24,oh elevator vimeo iphone app submitted store smart upload continue left service drop li sxsw video
Users drive 12 billion miles a year with Google Maps Navigation... {link} via @mention #sxsw,,No emotion toward brand or product,15,user drive billion mile year google map navigation link via sxsw
Users drive 12B+ miles a year with Google Maps Navigation ^JR #sxsw,Other Google product or service,Positive emotion,12,user drive b mile year google map navigation jr sxsw
