cleaned_text,brand_target,sentiment_target,multi_class_target
first day sxsw ipad launch stole lot thunder link,Apple,Positive emotion,Apple-Positive emotion
apple opening temporary store downtown austin sxsw ipad launch link,Apple,Positive emotion,Apple-Positive emotion
confirmed apple store week popup austin sxsw picture link link,Apple,Positive emotion,Apple-Positive emotion
awesome apple temporary megastore sxsw could model future conferencesevents link,Apple,Positive emotion,Apple-Positive emotion
awesome heading austin sxsw austin guide iphone free limited time link,Apple,Positive emotion,Apple-Positive emotion
awesome yes gowalla win best andoid app team android choice award thanks sxsw,Google,Positive emotion,Google-Positive emotion
niceness le hour announce detail ipad giveaway sxsw sxswi,Apple,Positive emotion,Apple-Positive emotion
confirmed new ipad coming september link apple iphone ipad sxsw,Apple,Positive emotion,Apple-Positive emotion
droid spontaniety life replaced technology iphone battery dy home great sxsw,Apple,Negative emotion,Apple-Negative emotion
cool updated npr music iphone app song info song amp live video streaming time sxsw link,Apple,Positive emotion,Apple-Positive emotion
true amp quotgoogle tweetquot new quotthink speakquot mark belinsky tweet panel sxsw,Google,Positive emotion,Google-Positive emotion
sweet bday pressie iphone got matching one fit hipster sxsw wkd,Apple,Positive emotion,Apple-Positive emotion
google earth engine providing tech indigenous tribe report status forest like saveustechies sxsw,Google,Positive emotion,Google-Positive emotion
smartphone rule sxsw definitely iphone apple smartphone ive eyeballed,Apple,Positive emotion,Apple-Positive emotion
google party gsdampm google map sxsw badge get free food drink music big place line great party come,Google,Positive emotion,Google-Positive emotion
google party dont think checking badge say list free food booze frood sxsw,Google,Positive emotion,Google-Positive emotion
google party sxsw gsdampm others link,Google,Positive emotion,Google-Positive emotion
google party photo booth fun sxsw link,Google,Positive emotion,Google-Positive emotion
per rumor google may preview big social strategy sthemed costume party sxsw yep link link,Google,Positive emotion,Google-Positive emotion
survive sxsw gig space left iphone shall see,Apple,Negative emotion,Apple-Negative emotion
browserwars panel without apple like sxsw without party,Apple,Positive emotion,Apple-Positive emotion
blackberry user must feel like loser sxsw clearly iphone crowd baby,Apple,Positive emotion,Apple-Positive emotion
guess everyone wanted design ipad apps mom sxsw,Apple,Negative emotion,Apple-Negative emotion
minute til marissa mayer google take stage sxsw,Google,Positive emotion,Google-Positive emotion
check line apple popup store austin open sxsw link,Apple,Positive emotion,Apple-Positive emotion
dont miss presentation circusmash filmaster mobile iphone officially launched sxsw,Apple,Positive emotion,Apple-Positive emotion
google quotgot lot betterquot protecting user privacy locationbased tool past month say mayer sxsw,Google,Positive emotion,Google-Positive emotion
next quotleft brain search google right brain search xquot thx vote link sxsw,Google,Positive emotion,Google-Positive emotion
blogger due update google finally take action showcase new design sxsw link,Google,Positive emotion,Google-Positive emotion
ipad acquired line store opened ipads within min bad way apple sxsw team,Apple,Positive emotion,Apple-Positive emotion
way apple really manhandling sxsw like smartphone breakdown sxsw unoffic cont link,Apple,Positive emotion,Apple-Positive emotion
wish sxsw meeting everyone teamandroid rest android community next year,Google,Positive emotion,Google-Positive emotion
ipad purchased sunny tan square far good sxsw,Apple,Positive emotion,Apple-Positive emotion
qrafter better paid free code apps scan vcards also download qrcode iphone sxsw,Apple,Positive emotion,Apple-Positive emotion
press coverage ive life standing apple line sxsw,Apple,Positive emotion,Apple-Positive emotion
steve job doesnt position iphone device made china suicide rate high sell dream kawasaki thisisdare sxsw,Apple,Negative emotion,Apple-Negative emotion
four hour six half adventure worth apple sxsw,Apple,Positive emotion,Apple-Positive emotion
look fun party like hosted google aclus california texas sxsw,Google,Positive emotion,Google-Positive emotion
reid cite google route around good start realtimenear realtime data link sxsw,Google,Positive emotion,Google-Positive emotion
quotthis googlebing qampa panel like world expensive seo consultationquot sxsw,Google,Negative emotion,Google-Negative emotion
ipad user slow resting heart rate leisurely use desktop phone tapworthy sxsw,Apple,Positive emotion,Apple-Positive emotion
ipad user slower leisurely usage iphone user tapworthy sxsw,Apple,Positive emotion,Apple-Positive emotion
google incapable disruptive innovation acquired startup last year leanstartup sxsw,Google,Negative emotion,Google-Negative emotion
friend iphone changed back hour instead forward atampt hint fix sxsw iphone help,Apple,Negative emotion,Apple-Negative emotion
iphone gps messed think yonkers almost good sxsw link,Apple,Negative emotion,Apple-Negative emotion
okay really yay new android app kthxbai sxsw,Google,Positive emotion,Google-Positive emotion
move like wonder apple stay top link sxsw,Apple,Positive emotion,Apple-Positive emotion
make missing sxsw hurt apple blog apple opening temporary ipad store handle sxsw demand link,Apple,Positive emotion,Apple-Positive emotion
jealous team android event sxsw androidsxsw get swag girl,Google,Positive emotion,Google-Positive emotion
ipad go sale first day sxsw atx tomorrow apple sending lorry load austin riot may ensue,Apple,Positive emotion,Apple-Positive emotion
movie one recommends put ipad flight home tomorrow lazyweb sxsw,Apple,Positive emotion,Apple-Positive emotion
check link cool geolocation app iphone mixing music party sxsw map going next year,Apple,Positive emotion,Apple-Positive emotion
apple put popup store sxsw hawk ipad think theyll sell one two link,Apple,Positive emotion,Apple-Positive emotion
youtube second largest search engine globally google say discotalk sxsw,Google,Positive emotion,Google-Positive emotion
here latest game worked iphoneipod link hobo shotgun made sxsw,Apple,Positive emotion,Apple-Positive emotion
sxsw world really need google circle implement eventually,Google,Negative emotion,Google-Negative emotion
theem google party spazmatic killn stage hoooooooooooooo sxsw,Google,Positive emotion,Google-Positive emotion
tweet register exclusive pass event party ipad sxsw quotgive liberty andor free sxswpass please,Apple,Positive emotion,Apple-Positive emotion
apple get core sxsw pop experiential shop event link,Apple,Positive emotion,Apple-Positive emotion
austin two apple store actually brian austin doesnt apple store built pop one sxsw,Apple,No emotion toward brand or product,Apple-No emotion toward brand or product
apple put pop store sxsw folk awesome marketing link audience,Apple,Positive emotion,Apple-Positive emotion
two thumb popplet nice mind mapping app ipad great taking note sxsw,Apple,Positive emotion,Apple-Positive emotion
apple set temporary austin store serve horde ipad purchaser sxsw link,Apple,Positive emotion,Apple-Positive emotion
wish listening google marissa mayer discus new product including google hotpot watch yelp sxsw,Google,Positive emotion,Google-Positive emotion
good time mashable google aclu awesome sxsw,Google,Positive emotion,Google-Positive emotion
epicurious flipboard cnn wired moma example good ipad design sxsw link,Apple,Positive emotion,Apple-Positive emotion
sxsw news google launch major new social network called circle possibly today link,Google,Positive emotion,Google-Positive emotion
hey tweeps link web industry party calendar put iphone ical amp keep track whats goin sxsw,Apple,Positive emotion,Apple-Positive emotion
hey tweeps web industry party calendar put iphone ical amp keep track whats goin sxsw link,Apple,Positive emotion,Apple-Positive emotion
jealous met team set sxsw apple store set whole place nothing day great work,Apple,Positive emotion,Apple-Positive emotion
robot war steampunk time machine mystery box electronics awesome austin taco super happy dev house google win sxsw,Google,Positive emotion,Google-Positive emotion
hey marissa mayer please tell something new product google launched month ago sxsw,Google,Negative emotion,Google-Negative emotion
saw dude taking picture ipad gon lie seta amazing see quotcameraquot screen size sxsw,Apple,Positive emotion,Apple-Positive emotion
saw awesome educational iphone music app tunehopper good luck sxsw,Apple,Positive emotion,Apple-Positive emotion
anyone else issue gmail using google service sxsw,Google,Negative emotion,Google-Negative emotion
anyone else trouble synching schedule android sxsw app sxsw,Google,Negative emotion,Google-Negative emotion
anyone else headed austin sxsw popupstore launch apple ipad friday gon miss year,Apple,Positive emotion,Apple-Positive emotion
socialmuse android available genius lookalike music listening appcircus sxsw,Google,Positive emotion,Google-Positive emotion
still use tweetie mac amp running leopard ill pariah sxsw wish least android something make cool,Google,Positive emotion,Google-Positive emotion
anyone else iphone getting quotcould activate cellular data networkquot error message warning sxsw thing come,Apple,Negative emotion,Apple-Negative emotion
surprise consumerization make way conversation cloud adoption apple influence enterprise cloud sxsw,Apple,Positive emotion,Apple-Positive emotion
even security guard popup apple store austin love new ipad sxsw link,Apple,Positive emotion,Apple-Positive emotion
obsessed sxsw iphone app feckin genius crazy long list session le scary,Apple,Positive emotion,Apple-Positive emotion
gon see rockin google party like bos sxsw,Google,Positive emotion,Google-Positive emotion
syked see google talk stuff sxsw,Google,Positive emotion,Google-Positive emotion
